close,epoch,high,low,open
5034.181,1772295600,5035.761,5034.173,5035.201
5035.019,1772295900,5035.229,5033.621,5034.238
5036.562,1772296200,5037.268,5034.391,5035.068
5035.305,1772296500,5037.756,5035.144,5036.478
5038.539,1772296800,5038.879,5034.629,5035.39
5039.532,1772297100,5039.532,5038.162,5038.549
5041.09,1772297400,5042.667,5039.107,5039.521
5039.956,1772297700,5041.616,5039.767,5041.005
5039.142,1772298000,5040.111,5039.014,5039.763
5040.646,1772298300,5040.718,5039.147,5039.156
5040.404,1772298600,5042.106,5039.613,5040.624
5039.041,1772298900,5040.605,5038.853,5040.538
5038.067,1772299200,5039.202,5036.498,5039.135
5038.258,1772299500,5039.684,5037.835,5038.239
5039.937,1772299800,5040.194,5037.816,5038.1
5038.976,1772300100,5040.525,5038.976,5039.969
5039.283,1772300400,5041.194,5038.868,5039.146
5038.027,1772300700,5040.465,5037.804,5039.129
5039.801,1772301000,5039.824,5037.389,5037.979
5040.15,1772301300,5040.15,5038.202,5039.725
5042.351,1772301600,5043.381,5040.375,5040.399
5040.571,1772301900,5042.1,5039.505,5041.943
5041.479,1772302200,5043.19,5040.429,5040.684
5043.521,1772302500,5044.035,5041.225,5041.455
5045.449,1772302800,5045.449,5043.484,5043.484
5046.587,1772303100,5047.618,5044.342,5045.479
5046.561,1772303400,5047.604,5046.164,5046.602
5048.893,1772303700,5049.084,5046.328,5046.738
5047.505,1772304000,5049.16,5046.955,5048.994
5047.179,1772304300,5047.691,5046.341,5047.59
5046.01,1772304600,5047.209,5045.417,5047.164
5045.222,1772304900,5046.232,5044.51,5045.966
5044.215,1772305200,5045.839,5043.36,5045.225
5042.55,1772305500,5044.367,5042.55,5044.213
5042.626,1772305800,5043.355,5041.042,5042.591
5041.433,1772306100,5042.748,5040.987,5042.726
5042.978,1772306400,5043.073,5041.057,5041.371
5044.94,1772306700,5045.012,5041.597,5042.909
5046.69,1772307000,5047.214,5044.823,5044.884
5048.969,1772307300,5048.969,5046.301,5046.491
5048.257,1772307600,5049.692,5046.981,5048.873
5048.724,1772307900,5049.696,5047.519,5048.316
5046.622,1772308200,5048.77,5046.543,5048.433
5046.64,1772308500,5048.027,5046.348,5046.603
5045.702,1772308800,5048.132,5045.541,5046.534
5046.205,1772309100,5047.293,5045.548,5045.82
5043.773,1772309400,5046.385,5043.698,5046.087
5043.037,1772309700,5044.992,5042.857,5043.679
5043.37,1772310000,5044.029,5042.469,5042.991
5043.045,1772310300,5044.791,5042.084,5043.542
5041.98,1772310600,5043.665,5041.741,5042.943
5039.848,1772310900,5042.827,5039.544,5041.678
5039.938,1772311200,5039.938,5038.073,5039.839
5040.658,1772311500,5040.982,5039.438,5039.91
5039.522,1772311800,5041.205,5039.12,5040.438
5037.796,1772312100,5039.681,5037.278,5039.541
5039.269,1772312400,5040.116,5037.687,5037.754
5039.881,1772312700,5039.881,5038.388,5039.354
5041.85,1772313000,5042.916,5039.785,5039.785
5041.998,1772313300,5042.514,5040.898,5041.767
5038.727,1772313600,5042.078,5037.237,5041.901
5039.314,1772313900,5040.43,5038.69,5038.69
5041.076,1772314200,5041.546,5038.782,5039.224
5041.576,1772314500,5041.683,5039.464,5040.963
5038.676,1772314800,5041.954,5038.676,5041.684
5035.337,1772315100,5039.218,5035.238,5038.901
5035.441,1772315400,5035.441,5033.83,5035.372
5034.487,1772315700,5036.017,5034.02,5035.352
5034.768,1772316000,5035.663,5033.632,5034.583
5036.946,1772316300,5037.412,5034.138,5034.66
5035.435,1772316600,5037.397,5034.71,5037.07
5035.616,1772316900,5036.917,5034.731,5035.295
5036.02,1772317200,5036.4,5034.441,5035.496
5035.028,1772317500,5036.366,5033.641,5035.922
5036.666,1772317800,5038.132,5035.154,5035.154
5035.033,1772318100,5036.76,5034.813,5036.76
5035.837,1772318400,5037.167,5035.044,5035.077
5035.965,1772318700,5035.967,5033.581,5035.556
5033.806,1772319000,5035.888,5033.148,5035.888
5034.474,1772319300,5035.618,5032.8,5033.824
5036.33,1772319600,5037.267,5034.273,5034.51
5037.693,1772319900,5038.888,5036.158,5036.249
5035.625,1772320200,5037.85,5035.305,5037.776
5034.881,1772320500,5035.873,5033.58,5035.549
5035.881,1772320800,5036.68,5034.341,5034.827
5034.828,1772321100,5036.218,5034.53,5035.995
5034.112,1772321400,5035.052,5032.694,5035.052
5033.838,1772321700,5034.726,5033.153,5034.063
5035.624,1772322000,5035.728,5033.244,5033.74
5035.919,1772322300,5036.666,5035.257,5035.636
5033.822,1772322600,5035.945,5033.16,5035.931
5035.229,1772322900,5035.866,5033.661,5033.825
5034.307,1772323200,5036.235,5033.26,5035.077
5033.874,1772323500,5035.81,5033.485,5034.38
5034.414,1772323800,5035.809,5033.825,5033.847
5035.171,1772324100,5035.658,5034.223,5034.622
5033.148,1772324400,5034.967,5032.833,5034.967
5031.521,1772324700,5033.458,5031.319,5033.352
5030.466,1772325000,5031.522,5028.261,5031.522
5030.473,1772325300,5031.024,5029.382,5030.637
5029.208,1772325600,5032.05,5029.129,5030.616
5027.845,1772325900,5030.024,5027.845,5029.394
5028.917,1772326200,5029.437,5027.942,5027.942
5025.143,1772326500,5029.731,5025.048,5028.874
5027.036,1772326800,5027.036,5025.005,5025.348
5028.142,1772327100,5028.17,5026.011,5027.118
5029.486,1772327400,5030.247,5027.976,5028.104
5029.033,1772327700,5029.522,5026.995,5029.373
5027.389,1772328000,5029.35,5027.389,5029.014
5028.956,1772328300,5029.474,5027.6,5027.6
5030.31,1772328600,5031.514,5028.935,5028.935
5031.854,1772328900,5031.856,5029.7,5030.482
5031.901,1772329200,5032.182,5030.204,5031.871
5030.258,1772329500,5032.072,5029.649,5031.755
5027.216,1772329800,5030.287,5026.245,5030.052
5026.843,1772330100,5027.808,5026.412,5027.252
5024.962,1772330400,5027.239,5024.289,5026.836
5027.075,1772330700,5027.214,5024.716,5024.885
5025.656,1772331000,5027.362,5025.461,5027.048
5027.116,1772331300,5027.141,5025.56,5025.643
5029.759,1772331600,5030.271,5027.139,5027.208
5027.48,1772331900,5029.796,5027.323,5029.796
5025.553,1772332200,5027.755,5025.359,5027.415
5026.938,1772332500,5027.336,5025.041,5025.459
5026.296,1772332800,5027.339,5025.212,5027.021
5025.237,1772333100,5026.974,5025.108,5026.344
5025.785,1772333400,5026.08,5024.514,5025.272
5026.656,1772333700,5027.246,5024.239,5025.867
5025.685,1772334000,5026.934,5025.483,5026.703
5026.263,1772334300,5027.757,5025.58,5025.76
5026.489,1772334600,5027.172,5025.398,5026.35
5027.308,1772334900,5027.56,5025.941,5026.277
5024.371,1772335200,5028.081,5024.361,5027.441
5023.727,1772335500,5025.215,5023.591,5024.425
5022.202,1772335800,5023.753,5021.283,5023.547
5021.543,1772336100,5022.651,5021.543,5022.338
5022.05,1772336400,5022.788,5020.992,5021.476
5021.282,1772336700,5023.069,5020.912,5021.998
5020.005,1772337000,5021.26,5019.24,5021.218
5019.745,1772337300,5020.402,5019.087,5020.135
5019.888,1772337600,5020.024,5017.934,5019.687
5019.578,1772337900,5020.853,5019.127,5019.953
5021.825,1772338200,5022.327,5019.269,5019.595
5018.882,1772338500,5022.104,5018.882,5021.869
5015.703,1772338800,5018.907,5014.461,5018.907
5014.399,1772339100,5015.82,5013.714,5015.711
5014.6,1772339400,5016.024,5013.928,5014.472
5013.829,1772339700,5015.065,5012.705,5014.798
5014.09,1772340000,5016.503,5013.796,5014.028
5012.331,1772340300,5014.257,5011.476,5014.257
5012.326,1772340600,5013.382,5011.414,5012.28
5012.657,1772340900,5013.138,5011.124,5012.362
5012.762,1772341200,5013.193,5011.023,5012.422
5013.701,1772341500,5015.023,5012.613,5012.784
5011.339,1772341800,5014.089,5011.339,5013.91
5010.415,1772342100,5011.415,5008.598,5010.923
5011.245,1772342400,5012.792,5010.376,5010.635
5010.957,1772342700,5012.355,5010.493,5011.145
5012.484,1772343000,5013.304,5011.12,5011.12
5012.887,1772343300,5014.055,5011.986,5012.535
5014.464,1772343600,5015.184,5012.907,5013.081
5016.011,1772343900,5016.364,5013.291,5014.429
5017.152,1772344200,5017.152,5015.356,5015.786
5018.426,1772344500,5019.141,5016.964,5017.118
5020.264,1772344800,5020.505,5017.065,5018.431
5020.283,1772345100,5021.188,5019.752,5020.399
5018.632,1772345400,5020.372,5018.294,5020.263
5019.992,1772345700,5020.504,5018.759,5018.794
5018.959,1772346000,5020.735,5018.882,5019.894
5018.179,1772346300,5019.627,5017.16,5019.019
5017.613,1772346600,5018.671,5017.1,5018.434
5018.602,1772346900,5019.987,5016.478,5017.579
5019.95,1772347200,5020.083,5018.258,5018.544
5021.283,1772347500,5021.687,5019.611,5020.01
5020.522,1772347800,5021.79,5020.092,5021.33
5017.422,1772348100,5020.716,5017.275,5020.41
5016.309,1772348400,5017.68,5015.663,5017.536
5017.053,1772348700,5017.66,5015.931,5016.402
5017.553,1772349000,5018.419,5016.736,5016.9
5015.831,1772349300,5018.011,5015.254,5017.67
5015.514,1772349600,5016.536,5014.085,5015.68
5013.725,1772349900,5015.925,5013.559,5015.757
5012.817,1772350200,5014.333,5012.424,5013.93
5014.136,1772350500,5014.549,5012.063,5012.85
5016.059,1772350800,5016.568,5013.958,5014.048
5015.841,1772351100,5015.859,5014.326,5015.83
5014.543,1772351400,5016.006,5013.468,5015.755
5014.747,1772351700,5015.112,5014.032,5014.665
5017.69,1772352000,5017.69,5014.64,5014.69
5020.971,1772352300,5021.588,5017.167,5017.654
5019.666,1772352600,5021.52,5019.189,5021.392
5020.371,1772352900,5020.985,5019.492,5019.64
5018.969,1772353200,5020.378,5018.599,5020.315
5020.405,1772353500,5020.405,5018.511,5018.94
5019.817,1772353800,5020.635,5019.288,5020.121
5019.537,1772354100,5020.849,5018.73,5019.665
5022.039,1772354400,5022.039,5019.405,5019.483
5025.006,1772354700,5025.671,5021.702,5022.014
5021.517,1772355000,5025.281,5021.517,5024.816
5020.468,1772355300,5021.485,5019.446,5021.485
5021.636,1772355600,5023.348,5020.365,5020.774
5021.707,1772355900,5022.57,5021.054,5021.485
5021.168,1772356200,5022.734,5020.864,5021.705
5022.409,1772356500,5023.534,5020.696,5021.135
5021.413,1772356800,5022.582,5020.578,5022.534
5021.517,1772357100,5021.777,5020.561,5021.417
5018.952,1772357400,5021.492,5018.952,5021.398
5019.108,1772357700,5020.089,5018.473,5018.92
5022.509,1772358000,5022.674,5019.255,5019.277
5019.182,1772358300,5022.839,5018.942,5022.341
5017.572,1772358600,5019.477,5017.367,5019.354
5016.275,1772358900,5018.218,5015.974,5017.637
5019.541,1772359200,5019.747,5015.958,5016.304
5017.182,1772359500,5019.929,5015.832,5019.631
5016.249,1772359800,5017.824,5015.712,5017.451
5016.066,1772360100,5016.49,5014.916,5016.156
5015.23,1772360400,5016.059,5014.751,5015.993
5015.593,1772360700,5016.325,5014.709,5015.449
5015.88,1772361000,5016.368,5015.207,5015.548
5016.68,1772361300,5017.059,5015.75,5016.068
5014.478,1772361600,5017.092,5014.121,5016.634
5014.585,1772361900,5015.667,5014.185,5014.398
5014.73,1772362200,5015.373,5013.175,5014.599
5018.456,1772362500,5019.302,5014.679,5014.753
5017.271,1772362800,5019.436,5016.971,5018.479
5017.228,1772363100,5018.166,5016.904,5017.321
5012.792,1772363400,5017.106,5012.787,5017.106
5015.474,1772363700,5015.839,5012.478,5012.583
5017.038,1772364000,5017.038,5014.459,5015.522
5016.132,1772364300,5017.349,5015.952,5017.107
5015.457,1772364600,5017.024,5015.375,5016.275
5015.36,1772364900,5016.436,5014.502,5015.643
5018.946,1772365200,5019.009,5015.067,5015.501
5017.368,1772365500,5019.89,5017.362,5018.973
5018.501,1772365800,5019.2,5017.064,5017.509
5017.551,1772366100,5019.478,5017.135,5018.445
5017.123,1772366400,5017.645,5016.023,5017.379
5018.335,1772366700,5018.942,5016.523,5017.116
5020.951,1772367000,5020.951,5017.787,5018.189
5019.992,1772367300,5020.966,5019.148,5020.966
5022.392,1772367600,5022.659,5020.088,5020.115
5020.362,1772367900,5022.875,5020.002,5022.487
