close,epoch,high,low,open
1081.34,1769611500,1082.53,1079.77,1081.29
1085.21,1769611800,1086.93,1080.82,1081.78
1084.58,1769612100,1087.49,1083.71,1085.03
1084.29,1769612400,1086.5,1082.07,1084.84
1084.57,1769612700,1089.03,1084.57,1084.71
1079.09,1769613000,1085.08,1076.43,1084.91
1080.71,1769613300,1082.45,1079.12,1079.28
1079.51,1769613600,1083.01,1078.43,1080.58
1077.39,1769613900,1080.51,1077.05,1079.74
1077.57,1769614200,1078.74,1074.94,1077.5
1077.52,1769614500,1079.38,1076.33,1077.82
1081.28,1769614800,1081.68,1077.37,1077.97
1082.68,1769615100,1085.3,1077.77,1081.05
1087.76,1769615400,1087.76,1079.8,1082.78
1087.32,1769615700,1089.56,1085.82,1088.16
1086.55,1769616000,1091.1,1086.55,1087.78
1087.54,1769616300,1088.32,1083.94,1086.76
1087.53,1769616600,1089.2,1086.17,1087.69
1090.48,1769616900,1090.78,1085.28,1087.32
1088.97,1769617200,1092.14,1087.98,1090.18
1089.23,1769617500,1089.23,1084.02,1088.91
1085.03,1769617800,1090.35,1083.68,1088.72
1089.49,1769618100,1092.25,1084.52,1084.83
1088.33,1769618400,1090.31,1085.62,1089.59
1089.91,1769618700,1089.98,1086.29,1088.6
1092.6,1769619000,1093.36,1089.32,1089.65
1090.44,1769619300,1092.84,1090.0,1092.84
1090.08,1769619600,1092.02,1089.21,1090.64
1088.05,1769619900,1091.19,1087.97,1090.11
1089.74,1769620200,1090.11,1087.37,1088.26
1083.98,1769620500,1089.83,1083.49,1089.83
1075.72,1769620800,1083.79,1074.74,1083.39
1076.2,1769621100,1079.36,1074.8,1075.15
1076.16,1769621400,1076.86,1073.91,1076.6
1076.41,1769621700,1079.22,1074.83,1075.98
1073.1,1769622000,1076.98,1072.28,1076.46
1069.68,1769622300,1073.38,1069.51,1073.06
1069.89,1769622600,1071.39,1068.02,1070.15
1074.58,1769622900,1074.87,1068.21,1069.75
1080.67,1769623200,1081.61,1074.09,1074.57
1082.25,1769623500,1082.79,1077.39,1080.58
1083.16,1769623800,1086.3,1082.14,1082.27
1085.05,1769624100,1086.12,1081.36,1083.4
1084.37,1769624400,1085.98,1082.23,1084.9
1086.19,1769624700,1086.34,1083.6,1084.35
1090.46,1769625000,1091.26,1085.43,1086.25
1091.51,1769625300,1093.79,1090.28,1090.57
1086.86,1769625600,1091.73,1086.25,1091.73
1082.41,1769625900,1087.63,1081.98,1086.83
1082.26,1769626200,1085.19,1080.9,1082.21
1082.59,1769626500,1087.35,1081.84,1082.54
1084.87,1769626800,1084.87,1078.71,1082.7
1086.17,1769627100,1089.32,1084.65,1085.07
1087.28,1769627400,1087.68,1083.56,1085.75
1092.01,1769627700,1092.61,1086.62,1087.37
1090.32,1769628000,1092.1,1088.79,1092.1
1091.59,1769628300,1093.23,1087.57,1089.97
1089.14,1769628600,1094.43,1088.63,1091.66
1091.62,1769628900,1093.13,1086.65,1089.06
1091.56,1769629200,1093.44,1090.46,1091.46
1091.3,1769629500,1094.33,1085.62,1090.94
1091.17,1769629800,1093.31,1089.96,1091.06
1085.4,1769630100,1091.28,1084.26,1091.1
1085.28,1769630400,1087.15,1081.9,1085.13
1087.79,1769630700,1088.05,1083.66,1085.01
1084.32,1769631000,1088.45,1084.2,1087.61
1090.21,1769631300,1091.61,1084.16,1084.47
1091.82,1769631600,1091.82,1087.65,1089.79
1083.81,1769631900,1092.08,1083.45,1091.68
1087.99,1769632200,1088.94,1083.78,1083.78
1092.45,1769632500,1093.55,1087.3,1087.64
1092.88,1769632800,1093.25,1089.59,1092.91
1088.57,1769633100,1093.48,1088.14,1092.56
1088.95,1769633400,1091.45,1086.07,1089.06
1079.42,1769633700,1089.31,1079.19,1088.99
1075.18,1769634000,1079.83,1072.94,1079.04
1076.12,1769634300,1076.12,1072.23,1075.43
1079.17,1769634600,1079.52,1075.4,1076.26
1080.85,1769634900,1083.97,1077.96,1079.24
1079.57,1769635200,1080.78,1078.16,1080.59
1080.33,1769635500,1082.78,1078.98,1079.57
1075.41,1769635800,1079.77,1074.4,1079.77
1078.48,1769636100,1081.0,1074.99,1075.09
1078.66,1769636400,1079.32,1076.74,1078.2
1073.79,1769636700,1078.32,1073.25,1078.32
1074.65,1769637000,1076.29,1072.87,1073.8
1074.29,1769637300,1074.97,1071.79,1074.8
1078.22,1769637600,1078.72,1073.63,1074.21
1075.62,1769637900,1078.98,1074.66,1078.51
1081.0,1769638200,1081.98,1075.77,1075.81
1082.33,1769638500,1083.0,1080.63,1081.1
1078.5,1769638800,1083.67,1078.13,1081.77
1083.87,1769639100,1083.87,1078.34,1078.78
1086.38,1769639400,1087.96,1083.1,1084.07
1084.5,1769639700,1088.0,1083.74,1086.62
1089.79,1769640000,1089.79,1084.41,1084.69
1089.51,1769640300,1090.52,1087.18,1090.52
1088.91,1769640600,1090.91,1086.21,1089.7
1090.96,1769640900,1091.0,1088.21,1089.27
1092.24,1769641200,1093.13,1088.46,1090.69
1095.44,1769641500,1095.44,1091.47,1092.68
1092.54,1769641800,1096.41,1090.31,1095.83
1098.4,1769642100,1099.46,1091.87,1092.84
